scene,ray_kind,ray_order,bvh_builder,width,height,max_leaf_triangles,timing_scope,sample_index,milliseconds
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,6,0.578559995
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,7,0.549632013
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-cuda32,8,0.545791984
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,0,1.32198405
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,1,1.32505596
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,2,1.3312
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,3,1.32915199
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,4,1.32403195
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,5,1.31686401
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,6,1.16006398
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,7,1.16633606
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-matched,8,1.16191995
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,0,1.46940804
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,1,1.471488
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,2,1.48070395
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,3,1.47967994
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,4,1.47635198
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,5,1.47267199
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,6,1.29331195
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,7,1.29740798
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,integrated-tensor,8,1.30560005
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,0,1.29535997
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,1,1.305408
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,2,1.31055999
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,3,1.30560005
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,4,1.31686401
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,5,1.30048001
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,6,1.30016005
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,7,1.29740798
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-traversal,8,1.30048001
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,0,0.212224007
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,1,0.198624
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,2,0.198655993
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,3,0.203743994
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,4,0.197632
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,5,0.198559999
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,6,0.202751994
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,7,0.196255997
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-matched-leaves,8,0.199552
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,0,0.319263995
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,1,0.316383988
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,2,0.320511997
Grid,primary,packet-shuffled,builtin-binned-SAH,256,144,16,separated-tensor-leaves,3,0.320511997
